   No           lonR           latR             dR        D0    strike       dip      rake   strike2      dip2     rake2         x         y flag
   30     119.880463      -1.250200      12.000000     0.251   135.629    75.422   -10.586   228.322    79.759  -165.180   -110.00      0.00    0
   31     119.877319      -1.159820      12.000000     0.246   134.964    76.704   -14.677   228.411    75.725  -166.273   -100.00      0.00    0
   32     119.874191      -1.069440      12.000000     0.216   134.476    78.832   -19.772   228.459    70.617  -168.152    -90.00      0.00    0
   33     119.871063      -0.979050      12.000000     0.176   134.584    79.804   -25.710   229.456    64.725  -168.711    -80.00      0.00    0
   34     119.867928      -0.888670      12.000000     0.134   136.572    80.320   -30.479   232.224    60.000  -168.805    -70.00      0.00    0
   35     119.864792      -0.798290      12.000000     0.091   149.320    87.230   -21.677   240.420    68.350  -177.020    -60.00      0.00    0
   36     119.861656      -0.707910      12.000000     0.097   345.200    65.261   -16.693    82.353    74.878  -154.311    -50.00      0.00    0
   37     119.858528      -0.617530      12.000000     0.126   354.259    76.051   -16.452    88.331    74.046  -165.480    -40.00      0.00    0
   38     119.855400      -0.527150      12.000000     0.169    90.641    78.285  -176.144   359.857    86.225   -11.740    -30.00      0.00    0
   39     119.852257      -0.436760      12.000000     0.211    90.982    82.529   179.941   180.990    89.941     7.471    -20.00      0.00    0
   40     119.849129      -0.346380      12.000000     0.238    90.009    87.248   178.234   180.094    88.236     2.753    -10.00      0.00    0
   41     119.846001      -0.256000      12.000000     0.249   179.262    85.427    -1.976   269.420    88.030  -175.424      0.00      0.00    0
   42     119.842873      -0.165620      12.000000     0.245   178.429    83.587    -5.665   269.064    84.370  -173.556     10.00      0.00    0
   43     119.839737      -0.075240      12.000000     0.223   178.052    83.130    -6.312   268.810    83.734  -173.088     20.00      0.00    0
   44     119.836601       0.015150      12.000000     0.183   178.441    83.052    -5.139   269.065    84.899  -173.024     30.00      0.00    0
   45     119.833473       0.105530      12.000000     0.133   179.039    81.692     1.878    88.767    88.141   171.687     40.00      0.00    0
   46     119.830338       0.195910      12.000000     0.074   179.779    80.133     8.129    88.377    81.992   170.034     50.00      0.00    0
   47     119.867081      -1.793620       2.664200     0.017   305.657    87.129   -20.465    36.728    69.562  -176.936   -170.00     10.00    0
   48     119.863937      -1.703240       2.664200     0.036   308.298    89.204   -21.840    38.617    68.162  -179.142   -160.00     10.00    0
   49     119.860809      -1.612860       2.664200     0.063   132.104    86.692    17.879    41.037    72.151   176.525   -150.00     10.00    0
   50     119.857681      -1.522470       2.664200     0.094   135.042    79.416     8.508    43.468    81.638   169.301   -140.00     10.00    0
   51     119.854538      -1.432090       2.664200     0.123   135.833    74.494    -0.507   225.969    89.512  -164.494   -130.00     10.00    0
   52     119.851410      -1.341710       2.664200     0.145   135.746    73.615    -7.334   227.825    82.966  -163.487   -120.00     10.00    0
   53     119.848282      -1.251330       2.664200     0.157   135.454    75.416   -11.291   228.332    79.077  -165.141   -110.00     10.00    0
   54     119.845207      -1.160950       2.664200     0.153   134.983    77.201   -14.928   228.363    75.451  -166.769   -100.00     10.00    0
   55     119.842072      -1.070570       2.664200     0.135   134.591    79.079   -19.377   228.404    70.988  -168.440    -90.00     10.00    0
   56     119.838928      -0.980190       2.664200     0.110   134.912    80.352   -24.620   229.304    65.751  -169.408    -80.00     10.00    0
   57     119.835793      -0.889800       2.664200     0.083   137.397    81.136   -28.206   232.122    62.161  -169.964    -70.00     10.00    0
   58     119.832657      -0.799420       2.664200     0.059   148.444    84.967   -23.832   240.664    66.266  -174.500    -60.00     10.00    0
   59     119.829521      -0.709040       2.664200     0.061   345.154    65.016   -15.822    81.979    75.692  -154.158    -50.00     10.00    0
   60     119.826378      -0.618660       2.664200     0.080   354.472    75.431   -15.646    88.502    74.869  -164.896    -40.00     10.00    0
   61     119.823242      -0.528280       2.664200     0.106    90.609    78.865  -176.051   359.845    86.125   -11.160    -30.00     10.00    0
   62     119.820099      -0.437900       2.664200     0.133    90.839    82.980   179.169   180.940    89.175     7.020    -20.00     10.00    0
   63     119.816963      -0.347510       2.664200     0.151    90.141    87.235   177.161   180.278    87.165     2.768    -10.00     10.00    0
   64     119.813828      -0.257130       2.664200     0.158   179.436    84.784    -1.694   269.590    88.313  -174.781      0.00     10.00    0
   65     119.810692      -0.166750       2.664200     0.155   178.650    83.330    -5.071   269.241    84.964  -173.304     10.00     10.00    0
   66     119.807564      -0.076370       2.664200     0.140   178.323    83.145    -5.990   269.041    84.053  -173.108     20.00     10.00    0
   67     119.804428       0.014020       2.664200     0.115   178.645    82.545    -4.816   269.271    85.225  -172.519     30.00     10.00    0
   68     119.801300       0.104400       2.664200     0.082   179.573    81.274     0.061    89.564    89.939   171.274     40.00     10.00    0
   69     119.798172       0.194780       2.664200     0.045   180.462    80.155     5.716    89.482    84.369   170.107     50.00     10.00    0
