   No     Tinit     Trise        D0           lonR           latR             dR         L         W    strike       dip      rake         x         y
  215     19.00      6.00     2.639     119.853401      -0.934430       7.332100      5.00      5.00   159.803    84.160    -1.892    -75.00      5.00      0.50
  216     17.00      7.00     2.775     119.851837      -0.889240       7.332100      5.00      5.00   345.797    87.008    -5.077    -70.00      5.00      0.50
  217     17.00      8.00     3.135     119.850273      -0.844050       7.332100      5.00      5.00   350.109    79.292   -10.569    -65.00      5.00      0.50
  218     15.00      8.00     3.690     119.848701      -0.798860       7.332100      5.00      5.00   351.270    74.496   -12.780    -60.00      5.00      0.50
  219     15.00     10.00     4.073     119.847137      -0.753670       7.332100      5.00      5.00   351.161    73.963   -15.132    -55.00      5.00      0.50
  220     14.00     10.00     4.332     119.845612      -0.708470       7.332100      5.00      5.00   350.796    72.986   -14.989    -50.00      5.00      0.50
  221     13.00     10.00     4.331     119.844040      -0.663280       7.332100      5.00      5.00   350.845    72.940   -12.092    -45.00      5.00      0.50
  222     11.00     10.00     4.281     119.842468      -0.618090       7.332100      5.00      5.00   350.236    71.947    -8.097    -40.00      5.00      0.50
  223     10.00      9.00     4.237     119.840897      -0.572900       7.332100      5.00      5.00   348.965    74.162    -4.339    -35.00      5.00      0.50
  224      8.00     11.00     4.259     119.839333      -0.527710       7.332100      5.00      5.00   347.006    78.299     0.227    -30.00      5.00      0.50
  225      7.00     12.00     4.281     119.837761      -0.482520       7.332100      5.00      5.00   346.767    82.876     6.961    -25.00      5.00      0.50
  226      5.00     10.00     4.324     119.836189      -0.437330       7.332100      5.00      5.00   348.361    79.115     5.714    -20.00      5.00      0.50
  227      4.00     10.00     4.490     119.834618      -0.392140       7.332100      5.00      5.00   350.592    71.365    -0.775    -15.00      5.00      0.50
  228      3.00     10.00     4.826     119.833054      -0.346950       7.332100      5.00      5.00   351.257    65.455    -7.404    -10.00      5.00      0.50
  229      2.00     12.00     5.212     119.831482      -0.301760       7.332100      5.00      5.00   349.997    63.315   -12.511     -5.00      5.00      0.50
  230      2.00     11.00     5.216     119.829910      -0.256570       7.332100      5.00      5.00   349.809    63.113   -14.171      0.00      5.00      0.50
  231      2.00     11.00     4.886     119.828346      -0.211370       7.332100      5.00      5.00   349.184    60.290   -15.000      5.00      5.00      0.50
  232      3.00      9.00     4.043     119.826782      -0.166180       7.332100      5.00      5.00   348.726    57.368   -12.775     10.00      5.00      0.50
  233      4.00      7.00     3.069     119.825218      -0.120990       7.332100      5.00      5.00   346.436    53.881    -9.071     15.00      5.00      0.50
  234      5.00      0.00     2.186     119.823647      -0.075800       7.332100      5.00      5.00   345.352    55.009    -0.566     20.00      5.00      0.50
  235      7.00      0.00     1.702     119.822083      -0.030610       7.332100      5.00      5.00   342.535    56.398     9.445     25.00      5.00      0.50
  236      8.00      0.00     1.404     119.820518       0.014580       7.332100      5.00      5.00   337.135    64.458    17.293     30.00      5.00      0.50
  237     10.00      0.00     1.142     119.818947       0.059770       7.332100      5.00      5.00   332.661    69.078    14.247     35.00      5.00      0.50
  238     10.00      0.00     0.929     119.817390       0.104960       7.332100      5.00      5.00   328.099    73.881     6.147     40.00      5.00      0.50
  239     11.00      0.00     0.783     119.815819       0.150150       7.332100      5.00      5.00   321.656    78.134    -9.652     45.00      5.00      0.50
  240     13.00      0.00     0.507     119.814247       0.195340       7.332100      5.00      5.00    59.278    59.308  -143.875     50.00      5.00      0.50
  241      1.00      0.00     0.000     119.871780      -1.929190       2.664200      5.00      5.00   180.000    45.000    90.000   -185.00     10.00      0.50
  242      1.00      0.00     0.000     119.870209      -1.884000       2.664200      5.00      5.00   180.000    45.000    90.000   -180.00     10.00      0.50
  243      1.00      0.00     0.000     119.868637      -1.838810       2.664200      5.00      5.00   180.000    45.000    90.000   -175.00     10.00      0.50
  244      1.00      0.00     0.000     119.867081      -1.793620       2.664200      5.00      5.00   180.000    45.000    90.000   -170.00     10.00      0.50
  245      1.00      0.00     0.000     119.865509      -1.748430       2.664200      5.00      5.00   180.000    45.000    90.000   -165.00     10.00      0.50
  246     40.00      0.00     0.024     119.863937      -1.703240       2.664200      5.00      5.00   125.775    77.141   108.177   -160.00     10.00      0.50
  247     39.00      0.00     0.065     119.862373      -1.658050       2.664200      5.00      5.00    93.579    72.610    91.991   -155.00     10.00      0.50
  248     37.00      0.00     0.059     119.860809      -1.612860       2.664200      5.00      5.00   169.647    62.486   -17.368   -150.00     10.00      0.50
  249     36.00      0.00     0.146     119.859238      -1.567660       2.664200      5.00      5.00   170.729    74.068   -17.620   -145.00     10.00      0.50
  250     35.00      0.00     0.414     119.857681      -1.522470       2.664200      5.00      5.00   351.229    64.671   -36.605   -140.00     10.00      0.50
  251     34.00      0.00     0.788     119.856110      -1.477280       2.664200      5.00      5.00     2.591    74.516   -38.307   -135.00     10.00      0.50
  252     33.00      0.00     1.267     119.854538      -1.432090       2.664200      5.00      5.00    12.504    83.061   -39.722   -130.00     10.00      0.50
  253     32.00      0.00     1.722     119.852982      -1.386900       2.664200      5.00      5.00    19.056    88.879   -41.065   -125.00     10.00      0.50
  254     30.00      3.00     2.125     119.851410      -1.341710       2.664200      5.00      5.00   202.974    87.267    44.621   -120.00     10.00      0.50
  255     29.00      4.00     2.273     119.849838      -1.296520       2.664200      5.00      5.00   204.178    85.048    47.352   -115.00     10.00      0.50
  256     28.00      3.00     2.168     119.848282      -1.251330       2.664200      5.00      5.00   202.437    83.676    49.265   -110.00     10.00      0.50
  257     27.00      0.00     1.870     119.846710      -1.206140       2.664200      5.00      5.00   198.599    81.474    49.771   -105.00     10.00      0.50
  258     25.00      0.00     1.699     119.845207      -1.160950       2.664200      5.00      5.00   353.245    51.441     9.209   -100.00     10.00      0.50
  259     25.00      0.00     1.714     119.843643      -1.115760       2.664200      5.00      5.00   345.250    63.833     8.515    -95.00     10.00      0.50
  260     23.00      3.00     1.966     119.842072      -1.070570       2.664200      5.00      5.00   337.599    80.728     6.198    -90.00     10.00      0.50
  261     22.00      4.00     2.359     119.840500      -1.025380       2.664200      5.00      5.00   154.128    87.283    -6.292    -85.00     10.00      0.50
  262     21.00      6.00     2.678     119.838928      -0.980190       2.664200      5.00      5.00   155.012    83.562    -5.578    -80.00     10.00      0.50
  263     20.00      7.00     2.818     119.837357      -0.934990       2.664200      5.00      5.00   159.332    85.415    -2.427    -75.00     10.00      0.50
  264     18.00      7.00     2.968     119.835793      -0.889800       2.664200      5.00      5.00   345.302    87.403    -4.049    -70.00     10.00      0.50
  265     17.00      8.00     3.327     119.834221      -0.844610       2.664200      5.00      5.00   349.524    80.063   -10.448    -65.00     10.00      0.50
  266     16.00      8.00     3.855     119.832657      -0.799420       2.664200      5.00      5.00   351.072    74.948   -13.289    -60.00     10.00      0.50
  267     15.00     10.00     4.263     119.831093      -0.754230       2.664200      5.00      5.00   351.068    73.023   -14.831    -55.00     10.00      0.50
  268     14.00     10.00     4.508     119.829521      -0.709040       2.664200      5.00      5.00   350.714    72.109   -14.561    -50.00     10.00      0.50
  269     13.00     11.00     4.541     119.827950      -0.663850       2.664200      5.00      5.00   350.392    71.854   -12.207    -45.00     10.00      0.50
  270     11.00     11.00     4.482     119.826378      -0.618660       2.664200      5.00      5.00   349.796    72.013    -8.287    -40.00     10.00      0.50
  271     10.00     11.00     4.427     119.824806      -0.573470       2.664200      5.00      5.00   348.513    73.802    -4.988    -35.00     10.00      0.50
  272      8.00     11.00     4.448     119.823242      -0.528280       2.664200      5.00      5.00   346.809    75.682    -2.260    -30.00     10.00      0.50
  273      7.00     12.00     4.470     119.821671      -0.483090       2.664200      5.00      5.00   346.584    78.825     2.677    -25.00     10.00      0.50
  274      6.00     11.00     4.488     119.820099      -0.437900       2.664200      5.00      5.00   347.909    76.114     2.201    -20.00     10.00      0.50
  275      5.00     10.00     4.668     119.818527      -0.392700       2.664200      5.00      5.00   349.630    69.156    -4.005    -15.00     10.00      0.50
  276      4.00     11.00     4.984     119.816963      -0.347510       2.664200      5.00      5.00   350.149    64.765    -9.404    -10.00     10.00      0.50
  277      3.00     11.00     5.244     119.815399      -0.302320       2.664200      5.00      5.00   349.771    63.117   -13.060     -5.00     10.00      0.50
  278      3.00     11.00     5.198     119.813828      -0.257130       2.664200      5.00      5.00   349.333    62.400   -15.021      0.00     10.00      0.50
  279      3.00     11.00     4.807     119.812263      -0.211940       2.664200      5.00      5.00   348.943    60.699   -15.259      5.00     10.00      0.50
  280      3.00     10.00     4.054     119.810692      -0.166750       2.664200      5.00      5.00   347.859    57.510   -13.801     10.00     10.00      0.50
  281      4.00      7.00     3.109     119.809128      -0.121560       2.664200      5.00      5.00   346.490    54.028    -9.296     15.00     10.00      0.50
  282      6.00      2.00     2.312     119.807564      -0.076370       2.664200      5.00      5.00   344.394    52.390    -2.377     20.00     10.00      0.50
  283      7.00      0.00     1.796     119.806000      -0.031180       2.664200      5.00      5.00   341.746    55.925     6.841     25.00     10.00      0.50
  284      8.00      0.00     1.468     119.804428       0.014020       2.664200      5.00      5.00   337.215    63.358    14.001     30.00     10.00      0.50
  285     10.00      0.00     1.225     119.802856       0.059210       2.664200      5.00      5.00   331.982    70.376    10.402     35.00     10.00      0.50
  286     10.00      0.00     1.043     119.801300       0.104400       2.664200      5.00      5.00   327.473    75.080     0.917     40.00     10.00      0.50
  287     12.00      0.00     0.822     119.799728       0.149590       2.664200      5.00      5.00   323.140    75.909    -7.750     45.00     10.00      0.50
  288     14.00      0.00     0.460     119.798172       0.194780       2.664200      5.00      5.00   320.542    78.735    -9.899     50.00     10.00      0.50
