   No     Tinit     Trise        D0           lonR           latR             dR         L         W    strike       dip      rake         x         y
  229      2.00     10.00     3.696     119.831482      -0.301760       7.332100      5.00      5.00   356.176    69.559   -11.714     -5.00      5.00
  230      2.00     10.00     3.751     119.829910      -0.256570       7.332100      5.00      5.00   355.198    68.113   -14.285      0.00      5.00
  231      1.00     11.00     3.598     119.828346      -0.211370       7.332100      5.00      5.00   353.923    65.336   -17.188      5.00      5.00
  232      2.00     10.00     3.080     119.826782      -0.166180       7.332100      5.00      5.00   354.632    65.120   -17.349     10.00      5.00
  233      3.00      9.00     2.415     119.825218      -0.120990       7.332100      5.00      5.00   355.572    66.627   -18.578     15.00      5.00
  234      4.00      8.00     1.687     119.823647      -0.075800       7.332100      5.00      5.00   354.374    68.989   -21.488     20.00      5.00
  235      4.00      1.00     1.194     119.822083      -0.030610       7.332100      5.00      5.00   344.046    53.981   -15.629     25.00      5.00
  236      6.00      0.00     1.136     119.820518       0.014580       7.332100      5.00      5.00   327.395    34.481   -11.803     30.00      5.00
  237      6.00      0.00     1.056     119.818947       0.059770       7.332100      5.00      5.00   324.080    26.558   -14.447     35.00      5.00
  238      7.00      0.00     0.951     119.817390       0.104960       7.332100      5.00      5.00   331.506    14.864   -12.871     40.00      5.00
  239      8.00      0.00     0.766     119.815819       0.150150       7.332100      5.00      5.00   -11.294    25.571    21.538     45.00      5.00
  240      9.00      0.00     0.463     119.814247       0.195340       7.332100      5.00      5.00   216.917    65.135   130.396     50.00      5.00
  241     32.00      0.00     0.604     119.871780      -1.929190       2.664200      5.00      5.00   170.819    80.426    -3.859   -185.00     10.00
  242     31.00      0.00     1.156     119.870209      -1.884000       2.664200      5.00      5.00   173.144    84.326     3.354   -180.00     10.00
  243     30.00      3.00     1.621     119.868637      -1.838810       2.664200      5.00      5.00   176.070    84.529     6.376   -175.00     10.00
  244     30.00      6.00     1.955     119.867081      -1.793620       2.664200      5.00      5.00   178.586    84.540     6.316   -170.00     10.00
  245     29.00      6.00     2.171     119.865509      -1.748430       2.664200      5.00      5.00   180.573    85.923     3.703   -165.00     10.00
  246     28.00      6.00     2.250     119.863937      -1.703240       2.664200      5.00      5.00   181.790    89.456     1.076   -160.00     10.00
  247     27.00      5.00     2.154     119.862373      -1.658050       2.664200      5.00      5.00     1.823    86.890    -0.369   -155.00     10.00
  248     27.00      4.00     1.961     119.860809      -1.612860       2.664200      5.00      5.00   359.254    84.838    -3.215   -150.00     10.00
  249     25.00      0.00     1.792     119.859238      -1.567660       2.664200      5.00      5.00   353.964    83.785    -5.049   -145.00     10.00
  250     24.00      0.00     1.744     119.857681      -1.522470       2.664200      5.00      5.00   347.107    81.272    -2.273   -140.00     10.00
  251     23.00      4.00     1.856     119.856110      -1.477280       2.664200      5.00      5.00   340.657    80.246     2.252   -135.00     10.00
  252     23.00      5.00     2.089     119.854538      -1.432090       2.664200      5.00      5.00   336.541    80.597     5.175   -130.00     10.00
  253     22.00      6.00     2.270     119.852982      -1.386900       2.664200      5.00      5.00   335.028    81.522     4.675   -125.00     10.00
  254     22.00      6.00     2.324     119.851410      -1.341710       2.664200      5.00      5.00   335.450    82.198     0.385   -120.00     10.00
  255     21.00      7.00     2.285     119.849838      -1.296520       2.664200      5.00      5.00   337.935    83.553    -5.350   -115.00     10.00
  256     20.00      6.00     2.250     119.848282      -1.251330       2.664200      5.00      5.00   341.588    82.605   -11.690   -110.00     10.00
  257     19.00      7.00     2.257     119.846710      -1.206140       2.664200      5.00      5.00   346.626    83.261   -17.370   -105.00     10.00
  258     18.00      8.00     2.406     119.845207      -1.160950       2.664200      5.00      5.00   350.240    81.403   -21.555   -100.00     10.00
  259     17.00      8.00     2.649     119.843643      -1.115760       2.664200      5.00      5.00   350.702    76.804   -23.710    -95.00     10.00
  260     16.00      9.00     2.950     119.842072      -1.070570       2.664200      5.00      5.00   348.437    68.832   -23.207    -90.00     10.00
  261     15.00     10.00     3.337     119.840500      -1.025380       2.664200      5.00      5.00   343.971    60.915   -23.043    -85.00     10.00
  262     14.00     10.00     3.662     119.838928      -0.980190       2.664200      5.00      5.00   339.448    56.866   -24.878    -80.00     10.00
  263     13.00     11.00     3.917     119.837357      -0.934990       2.664200      5.00      5.00   335.746    55.046   -26.268    -75.00     10.00
  264     13.00     10.00     4.002     119.835793      -0.889800       2.664200      5.00      5.00   334.092    56.236   -25.661    -70.00     10.00
  265     12.00     11.00     3.891     119.834221      -0.844610       2.664200      5.00      5.00   334.939    61.674   -21.057    -65.00     10.00
  266     11.00     10.00     3.705     119.832657      -0.799420       2.664200      5.00      5.00   337.328    73.060   -10.823    -60.00     10.00
  267     10.00     10.00     3.587     119.831093      -0.754230       2.664200      5.00      5.00   338.288    83.958    -1.511    -55.00     10.00
  268      9.00     11.00     3.475     119.829521      -0.709040       2.664200      5.00      5.00   338.522    87.698     2.199    -50.00     10.00
  269      8.00     11.00     3.308     119.827950      -0.663850       2.664200      5.00      5.00   339.385    83.714    -0.519    -45.00     10.00
  270      8.00     10.00     3.161     119.826378      -0.618660       2.664200      5.00      5.00   340.665    76.836    -4.918    -40.00     10.00
  271      7.00     10.00     3.017     119.824806      -0.573470       2.664200      5.00      5.00   343.061    72.208    -7.205    -35.00     10.00
  272      6.00      9.00     2.948     119.823242      -0.528280       2.664200      5.00      5.00   346.425    68.660    -8.406    -30.00     10.00
  273      6.00      9.00     3.001     119.821671      -0.483090       2.664200      5.00      5.00   349.746    66.877    -9.145    -25.00     10.00
  274      5.00      9.00     3.122     119.820099      -0.437900       2.664200      5.00      5.00   352.887    68.377    -9.414    -20.00     10.00
  275      4.00      9.00     3.337     119.818527      -0.392700       2.664200      5.00      5.00   355.005    69.492    -9.884    -15.00     10.00
  276      3.00     10.00     3.597     119.816963      -0.347510       2.664200      5.00      5.00   355.758    69.121   -11.305    -10.00     10.00
  277      3.00     11.00     3.781     119.815399      -0.302320       2.664200      5.00      5.00   355.479    68.973   -13.502     -5.00     10.00
  278      2.00     11.00     3.796     119.813828      -0.257130       2.664200      5.00      5.00   354.881    68.248   -15.682      0.00     10.00
  279      2.00     11.00     3.588     119.812263      -0.211940       2.664200      5.00      5.00   354.184    67.110   -17.849      5.00     10.00
  280      3.00     10.00     3.123     119.810692      -0.166750       2.664200      5.00      5.00   353.977    66.196   -19.358     10.00     10.00
  281      3.00      9.00     2.515     119.809128      -0.121560       2.664200      5.00      5.00   353.320    65.378   -20.972     15.00     10.00
  282      4.00      8.00     1.852     119.807564      -0.076370       2.664200      5.00      5.00   350.257    61.539   -21.148     20.00     10.00
  283      5.00      2.00     1.410     119.806000      -0.031180       2.664200      5.00      5.00   340.189    45.663   -15.906     25.00     10.00
  284      6.00      1.00     1.267     119.804428       0.014020       2.664200      5.00      5.00   327.810    32.377   -16.335     30.00     10.00
  285      7.00      0.00     1.177     119.802856       0.059210       2.664200      5.00      5.00   322.833    22.248   -20.963     35.00     10.00
  286      7.00      0.00     1.046     119.801300       0.104400       2.664200      5.00      5.00    83.460    83.733   -95.940     40.00     10.00
  287      8.00      0.00     0.794     119.799728       0.149590       2.664200      5.00      5.00   180.544     8.776   173.448     45.00     10.00
  288      9.00      0.00     0.451     119.798172       0.194780       2.664200      5.00      5.00   185.143    27.370   157.026     50.00     10.00
